location,name,freq,weighting,n_factors,date,ret
usa,low_risk,monthly,ew,13,1933-12-31,0.00994545612482232
usa,low_risk,monthly,ew,13,1934-01-31,-0.135747138906089
usa,low_risk,monthly,ew,13,1934-02-28,-0.00387623615813114
usa,low_risk,monthly,ew,13,1934-03-31,0.00727011884548551
usa,low_risk,monthly,ew,13,1934-04-30,0.0497302617472424
usa,low_risk,monthly,ew,13,1934-05-31,0.0419222693720327
usa,low_risk,monthly,ew,13,1934-06-30,0.0324010770859087
usa,low_risk,monthly,ew,13,1934-07-31,0.108941153205449
usa,low_risk,monthly,ew,13,1934-08-31,-0.0624626541206694
usa,low_risk,monthly,ew,13,1934-09-30,0.00509506306304165
usa,low_risk,monthly,ew,13,1934-10-31,0.0352757496017148
usa,low_risk,monthly,ew,13,1934-11-30,-0.0297870326340599
usa,low_risk,monthly,ew,13,1934-12-31,-0.00361912976645352
usa,low_risk,monthly,ew,13,1935-01-31,0.0317342255801832
usa,low_risk,monthly,ew,13,1935-02-28,0.0727545862713343
usa,low_risk,monthly,ew,13,1935-03-31,0.0347913688255674
usa,low_risk,monthly,ew,13,1935-04-30,-0.0261657180708214
usa,low_risk,monthly,ew,13,1935-05-31,0.00657738552816401
usa,low_risk,monthly,ew,13,1935-06-30,-0.00561648317160325
usa,low_risk,monthly,ew,13,1935-07-31,-0.0569950809923052
usa,low_risk,monthly,ew,13,1935-08-31,-0.0482777517392193
usa,low_risk,monthly,ew,13,1935-09-30,-0.0013341191754189
usa,low_risk,monthly,ew,13,1935-10-31,-0.0341239232256394
usa,low_risk,monthly,ew,13,1935-11-30,-0.0389574055059743
usa,low_risk,monthly,ew,13,1935-12-31,-0.0406851695455789
usa,low_risk,monthly,ew,14,1936-01-31,-0.0489123618792228
usa,low_risk,monthly,ew,14,1936-02-29,-0.0166518179163186
usa,low_risk,monthly,ew,14,1936-03-31,0.00432726960932473
usa,low_risk,monthly,ew,14,1936-04-30,0.0654395614971342
usa,low_risk,monthly,ew,14,1936-05-31,-0.0224793002762171
usa,low_risk,monthly,ew,14,1936-06-30,0.0231651900108019
usa,low_risk,monthly,ew,14,1936-07-31,-0.0334212976183402
usa,low_risk,monthly,ew,14,1936-08-31,-0.00738317374680292
usa,low_risk,monthly,ew,14,1936-09-30,0.00316279440903952
usa,low_risk,monthly,ew,14,1936-10-31,-0.00241644761921994
usa,low_risk,monthly,ew,14,1936-11-30,-0.0253365747158763
usa,low_risk,monthly,ew,14,1936-12-31,-0.0350531703511396
usa,low_risk,monthly,ew,14,1937-01-31,-0.0507997699626844
usa,low_risk,monthly,ew,14,1937-02-28,-0.010767067752521
usa,low_risk,monthly,ew,14,1937-03-31,-0.0161922530434059
usa,low_risk,monthly,ew,14,1937-04-30,0.0501200367898919
usa,low_risk,monthly,ew,14,1937-05-31,0.0172240543144198
usa,low_risk,monthly,ew,14,1937-06-30,0.0315096868861771
usa,low_risk,monthly,ew,14,1937-07-31,-0.0428722054476255
usa,low_risk,monthly,ew,14,1937-08-31,0.0325147186581558
usa,low_risk,monthly,ew,14,1937-09-30,0.0745541179269728
usa,low_risk,monthly,ew,14,1937-10-31,0.0239738096097039
usa,low_risk,monthly,ew,14,1937-11-30,0.0288040826593622
usa,low_risk,monthly,ew,14,1937-12-31,0.0633660588201154
usa,low_risk,monthly,ew,14,1938-01-31,0.00214865035553759
usa,low_risk,monthly,ew,14,1938-02-28,-0.0206371496504894
usa,low_risk,monthly,ew,14,1938-03-31,0.0932778834774187
usa,low_risk,monthly,ew,14,1938-04-30,-0.0774795011903039
usa,low_risk,monthly,ew,14,1938-05-31,0.046431267876044
usa,low_risk,monthly,ew,14,1938-06-30,-0.134433647130433
usa,low_risk,monthly,ew,14,1938-07-31,-0.0468818563996293
usa,low_risk,monthly,ew,14,1938-08-31,0.0240551034675296
usa,low_risk,monthly,ew,14,1938-09-30,0.0014230184414046
usa,low_risk,monthly,ew,14,1938-10-31,-0.0683706610928068
usa,low_risk,monthly,ew,14,1938-11-30,0.0194488337564662
usa,low_risk,monthly,ew,14,1938-12-31,-0.0234370999765387
usa,low_risk,monthly,ew,14,1939-01-31,0.0435773768824351
usa,low_risk,monthly,ew,14,1939-02-28,-0.00863156365159687
usa,low_risk,monthly,ew,14,1939-03-31,0.117960288296414
usa,low_risk,monthly,ew,14,1939-04-30,-0.0195511784276691
usa,low_risk,monthly,ew,14,1939-05-31,-0.0180801534844735
usa,low_risk,monthly,ew,14,1939-06-30,0.0712206340844057
usa,low_risk,monthly,ew,14,1939-07-31,-0.0849356486948883
usa,low_risk,monthly,ew,14,1939-08-31,0.0545538452111745
usa,low_risk,monthly,ew,14,1939-09-30,-0.210785921511306
usa,low_risk,monthly,ew,14,1939-10-31,0.058364856936911
usa,low_risk,monthly,ew,14,1939-11-30,0.0662451840034116
usa,low_risk,monthly,ew,14,1939-12-31,-0.00289591857087849
usa,low_risk,monthly,ew,14,1940-01-31,0.0325906303467455
usa,low_risk,monthly,ew,14,1940-02-29,-0.0157390228900955
usa,low_risk,monthly,ew,14,1940-03-31,-0.00298252681757187
usa,low_risk,monthly,ew,14,1940-04-30,-0.0162284423374154
usa,low_risk,monthly,ew,14,1940-05-31,0.0703484096358735
usa,low_risk,monthly,ew,14,1940-06-30,-0.00337399921779328
usa,low_risk,monthly,ew,14,1940-07-31,0.00347687222344215
usa,low_risk,monthly,ew,14,1940-08-31,-0.0130004334418197
usa,low_risk,monthly,ew,14,1940-09-30,-0.0101610910904249
usa,low_risk,monthly,ew,14,1940-10-31,-0.0432986897288307
usa,low_risk,monthly,ew,14,1940-11-30,0.007880736450608
usa,low_risk,monthly,ew,14,1940-12-31,0.0111133902363729
usa,low_risk,monthly,ew,14,1941-01-31,0.0288419350881718
usa,low_risk,monthly,ew,14,1941-02-28,-0.00105226625507789
usa,low_risk,monthly,ew,14,1941-03-31,0.00110263047398885
usa,low_risk,monthly,ew,14,1941-04-30,0.0245298581959732
usa,low_risk,monthly,ew,14,1941-05-31,-0.0213875009698704
usa,low_risk,monthly,ew,14,1941-06-30,-0.0162046191090368
usa,low_risk,monthly,ew,14,1941-07-31,-0.0658759902573974
usa,low_risk,monthly,ew,14,1941-08-31,0.00750330827499706
usa,low_risk,monthly,ew,14,1941-09-30,0.0259187349701886
usa,low_risk,monthly,ew,14,1941-10-31,0.0166607436433467
usa,low_risk,monthly,ew,14,1941-11-30,0.00888748002813262
usa,low_risk,monthly,ew,14,1941-12-31,0.0370323396993951
usa,low_risk,monthly,ew,14,1942-01-31,-0.0584755138127867
usa,low_risk,monthly,ew,14,1942-02-28,-0.00639221901570915
usa,low_risk,monthly,ew,14,1942-03-31,-0.00379380084423215
usa,low_risk,monthly,ew,14,1942-04-30,0.00504643301450217
usa,low_risk,monthly,ew,14,1942-05-31,0.018368348881838
usa,low_risk,monthly,ew,14,1942-06-30,0.00949989489646969
usa,low_risk,monthly,ew,14,1942-07-31,-0.00771763629154282
usa,low_risk,monthly,ew,14,1942-08-31,0.000957362963622617
usa,low_risk,monthly,ew,14,1942-09-30,-0.021465609915081
usa,low_risk,monthly,ew,14,1942-10-31,-0.049606143972386
usa,low_risk,monthly,ew,14,1942-11-30,0.0434355238434289
usa,low_risk,monthly,ew,14,1942-12-31,0.00266621759710354
usa,low_risk,monthly,ew,14,1943-01-31,-0.0575924104254865
usa,low_risk,monthly,ew,14,1943-02-28,-0.0623078551770174
usa,low_risk,monthly,ew,14,1943-03-31,-0.0499952186788367
usa,low_risk,monthly,ew,14,1943-04-30,-0.0244932692462605
usa,low_risk,monthly,ew,14,1943-05-31,-0.0399195192090369
usa,low_risk,monthly,ew,14,1943-06-30,0.0180703635856248
usa,low_risk,monthly,ew,14,1943-07-31,0.0582906848304568
usa,low_risk,monthly,ew,14,1943-08-31,-0.000149501228558163
usa,low_risk,monthly,ew,14,1943-09-30,-0.00911452272653988
usa,low_risk,monthly,ew,14,1943-10-31,0.0106815330321921
usa,low_risk,monthly,ew,14,1943-11-30,0.0561508785766745
usa,low_risk,monthly,ew,14,1943-12-31,-0.0575921968195459
usa,low_risk,monthly,ew,14,1944-01-31,-0.0161294216323823
usa,low_risk,monthly,ew,14,1944-02-29,-0.00929767062297088
usa,low_risk,monthly,ew,14,1944-03-31,-0.0227202795722178
usa,low_risk,monthly,ew,14,1944-04-30,0.0197435697344003
usa,low_risk,monthly,ew,14,1944-05-31,-0.0204903857153426
usa,low_risk,monthly,ew,14,1944-06-30,-0.0506405702720325
usa,low_risk,monthly,ew,14,1944-07-31,0.0213842525978639
usa,low_risk,monthly,ew,14,1944-08-31,-0.0121818435764212
usa,low_risk,monthly,ew,14,1944-09-30,-0.000991247094094263
usa,low_risk,monthly,ew,14,1944-10-31,0.0209656676677209
usa,low_risk,monthly,ew,14,1944-11-30,-0.0110061597723707
usa,low_risk,monthly,ew,14,1944-12-31,-0.0424678059980938
usa,low_risk,monthly,ew,14,1945-01-31,-0.0115729006272914
usa,low_risk,monthly,ew,14,1945-02-28,-0.0269225513475424
usa,low_risk,monthly,ew,14,1945-03-31,0.0404071435079136
usa,low_risk,monthly,ew,14,1945-04-30,-0.0327365389401619
usa,low_risk,monthly,ew,14,1945-05-31,-0.00533863096949843
usa,low_risk,monthly,ew,14,1945-06-30,-0.0527058574275466
usa,low_risk,monthly,ew,14,1945-07-31,0.0284115534818859
usa,low_risk,monthly,ew,14,1945-08-31,-0.000781801076848681
usa,low_risk,monthly,ew,14,1945-09-30,-0.00554559074760432
usa,low_risk,monthly,ew,14,1945-10-31,-0.00409010340357024
usa,low_risk,monthly,ew,14,1945-11-30,-0.0320878953912636
usa,low_risk,monthly,ew,14,1945-12-31,-0.00215333792807508
usa,low_risk,monthly,ew,14,1946-01-31,-0.0521234728865854
usa,low_risk,monthly,ew,14,1946-02-28,0.0245840484092889
usa,low_risk,monthly,ew,14,1946-03-31,0.0266921965815418
usa,low_risk,monthly,ew,14,1946-04-30,0.00584510753779945
usa,low_risk,monthly,ew,14,1946-05-31,-0.00570338708245675
usa,low_risk,monthly,ew,14,1946-06-30,0.0132849632703522
usa,low_risk,monthly,ew,14,1946-07-31,0.0175716284112398
usa,low_risk,monthly,ew,14,1946-08-31,0.0303903021140796
usa,low_risk,monthly,ew,14,1946-09-30,0.0408246748012409
usa,low_risk,monthly,ew,14,1946-10-31,0.00559957365263325
usa,low_risk,monthly,ew,14,1946-11-30,0.0226268719351373
usa,low_risk,monthly,ew,14,1946-12-31,0.00549408712512095
usa,low_risk,monthly,ew,14,1947-01-31,-0.0248401549707267
usa,low_risk,monthly,ew,14,1947-02-28,0.0021209694919619
usa,low_risk,monthly,ew,14,1947-03-31,0.0185101761966623
usa,low_risk,monthly,ew,14,1947-04-30,0.0282904737768599
usa,low_risk,monthly,ew,14,1947-05-31,0.0267145846485226
usa,low_risk,monthly,ew,14,1947-06-30,-0.0021865918401823
usa,low_risk,monthly,ew,14,1947-07-31,-0.0181402886902137
usa,low_risk,monthly,ew,14,1947-08-31,0.00696302398901387
usa,low_risk,monthly,ew,14,1947-09-30,-0.0109317543199652
usa,low_risk,monthly,ew,14,1947-10-31,0.00125372758110645
usa,low_risk,monthly,ew,14,1947-11-30,0.0166920603599121
usa,low_risk,monthly,ew,14,1947-12-31,-0.0146647805879818
usa,low_risk,monthly,ew,14,1948-01-31,-0.00931969538194941
usa,low_risk,monthly,ew,14,1948-02-29,0.0230266686405536
usa,low_risk,monthly,ew,14,1948-03-31,-0.0437583449661145
usa,low_risk,monthly,ew,14,1948-04-30,-0.00943795343495263
usa,low_risk,monthly,ew,14,1948-05-31,-0.0237385612667058
usa,low_risk,monthly,ew,14,1948-06-30,0.00117519886803184
usa,low_risk,monthly,ew,14,1948-07-31,0.0252220342078407
usa,low_risk,monthly,ew,14,1948-08-31,0.00475375680674072
usa,low_risk,monthly,ew,14,1948-09-30,0.0244755093182569
usa,low_risk,monthly,ew,14,1948-10-31,-0.0136010993113444
usa,low_risk,monthly,ew,14,1948-11-30,0.0519316741126676
usa,low_risk,monthly,ew,14,1948-12-31,-0.00594546582310234
usa,low_risk,monthly,ew,14,1949-01-31,0.0109358067481594
usa,low_risk,monthly,ew,14,1949-02-28,0.0226727945757768
usa,low_risk,monthly,ew,14,1949-03-31,-0.0243171883279057
usa,low_risk,monthly,ew,14,1949-04-30,0.0239477255404649
usa,low_risk,monthly,ew,14,1949-05-31,0.0377194184811076
usa,low_risk,monthly,ew,14,1949-06-30,0.0021940020583856
usa,low_risk,monthly,ew,14,1949-07-31,-0.0106785660911929
usa,low_risk,monthly,ew,14,1949-08-31,0.00371968610922338
usa,low_risk,monthly,ew,14,1949-09-30,-0.019552728650522
usa,low_risk,monthly,ew,14,1949-10-31,-0.00741160274975357
usa,low_risk,monthly,ew,14,1949-11-30,0.0128439933003819
usa,low_risk,monthly,ew,14,1949-12-31,-0.0237250593512721
usa,low_risk,monthly,ew,14,1950-01-31,-0.0234176065032234
usa,low_risk,monthly,ew,14,1950-02-28,0.000849191009206641
usa,low_risk,monthly,ew,14,1950-03-31,0.00551557495834391
usa,low_risk,monthly,ew,14,1950-04-30,-0.0474028592362967
usa,low_risk,monthly,ew,14,1950-05-31,0.012476101626339
usa,low_risk,monthly,ew,14,1950-06-30,0.0269768966677623
usa,low_risk,monthly,ew,14,1950-07-31,-0.0508871199860466
usa,low_risk,monthly,ew,14,1950-08-31,0.00300154495611199
usa,low_risk,monthly,ew,14,1950-09-30,-0.0103890334552762
usa,low_risk,monthly,ew,14,1950-10-31,0.013473581991835
usa,low_risk,monthly,ew,14,1950-11-30,-0.0166984574017152
usa,low_risk,monthly,ew,14,1950-12-31,-0.0527985871661086
usa,low_risk,monthly,ew,14,1951-01-31,-0.0206884842189386
usa,low_risk,monthly,ew,14,1951-02-28,0.0151286906742144
usa,low_risk,monthly,ew,14,1951-03-31,0.0207301479771949
usa,low_risk,monthly,ew,14,1951-04-30,-0.0204054907829623
usa,low_risk,monthly,ew,14,1951-05-31,0.0255608292924085
usa,low_risk,monthly,ew,15,1951-06-30,0.0345665367461958
usa,low_risk,monthly,ew,15,1951-07-31,-0.0279325993037439
usa,low_risk,monthly,ew,15,1951-08-31,-0.0138420259003286
usa,low_risk,monthly,ew,15,1951-09-30,-0.0114229296768746
usa,low_risk,monthly,ew,15,1951-10-31,0.0170744035066675
usa,low_risk,monthly,ew,15,1951-11-30,-0.000420524228658199
usa,low_risk,monthly,ew,15,1951-12-31,0.00136035058606555
usa,low_risk,monthly,ew,15,1952-01-31,0.00480052151447232
usa,low_risk,monthly,ew,15,1952-02-29,0.00996787192064354
usa,low_risk,monthly,ew,15,1952-03-31,-0.00892464235031327
usa,low_risk,monthly,ew,15,1952-04-30,0.0227603677826371
usa,low_risk,monthly,ew,15,1952-05-31,-0.00260466922901391
usa,low_risk,monthly,ew,15,1952-06-30,-0.0126865074988128
usa,low_risk,monthly,ew,15,1952-07-31,0.00820114342661964
usa,low_risk,monthly,ew,15,1952-08-31,0.0104082503069768
usa,low_risk,monthly,ew,15,1952-09-30,0.0104275495982181
usa,low_risk,monthly,ew,15,1952-10-31,-0.00121609260094014
usa,low_risk,monthly,ew,15,1952-11-30,-0.00816435959480216
usa,low_risk,monthly,ew,15,1952-12-31,-0.00662170838675019
usa,low_risk,monthly,ew,15,1953-01-31,-0.00464504146784705
usa,low_risk,monthly,ew,15,1953-02-28,-0.00431984095333887
usa,low_risk,monthly,ew,15,1953-03-31,0.0139500071892261
usa,low_risk,monthly,ew,15,1953-04-30,0.0021043218832723
usa,low_risk,monthly,ew,15,1953-05-31,-0.00261368680061395
usa,low_risk,monthly,ew,15,1953-06-30,0.0117974605607713
usa,low_risk,monthly,ew,15,1953-07-31,0.00467238630463223
usa,low_risk,monthly,ew,15,1953-08-31,0.0380594506768871
usa,low_risk,monthly,ew,15,1953-09-30,0.00453333999484954
usa,low_risk,monthly,ew,15,1953-10-31,-0.0097751025701338
usa,low_risk,monthly,ew,15,1953-11-30,0.00128780790749289
usa,low_risk,monthly,ew,15,1953-12-31,0.0239915094060068
usa,low_risk,monthly,ew,15,1954-01-31,-0.0275165306604619
usa,low_risk,monthly,ew,15,1954-02-28,0.00216389574852736
usa,low_risk,monthly,ew,15,1954-03-31,-0.00671261183882335
usa,low_risk,monthly,ew,15,1954-04-30,0.0103612022869403
usa,low_risk,monthly,ew,15,1954-05-31,-0.0152485902002279
usa,low_risk,monthly,ew,15,1954-06-30,0.00842330126345665
usa,low_risk,monthly,ew,15,1954-07-31,-0.0176829795826974
usa,low_risk,monthly,ew,15,1954-08-31,0.00522151120487145
usa,low_risk,monthly,ew,15,1954-09-30,-0.00886245110459761
usa,low_risk,monthly,ew,15,1954-10-31,-0.0033519024424724
usa,low_risk,monthly,ew,15,1954-11-30,-0.0170135017648776
usa,low_risk,monthly,ew,15,1954-12-31,-0.0397343430520626
usa,low_risk,monthly,ew,15,1955-01-31,-0.000416122498029157
usa,low_risk,monthly,ew,15,1955-02-28,-0.0102913985899288
usa,low_risk,monthly,ew,15,1955-03-31,-0.00282213786757411
usa,low_risk,monthly,ew,15,1955-04-30,0.0115314762742203
usa,low_risk,monthly,ew,15,1955-05-31,0.00547974499859164
usa,low_risk,monthly,ew,15,1955-06-30,-0.00311689403876422
usa,low_risk,monthly,ew,15,1955-07-31,0.0155073674448125
usa,low_risk,monthly,ew,15,1955-08-31,-0.00279829073001824
usa,low_risk,monthly,ew,15,1955-09-30,0.00328790304510755
usa,low_risk,monthly,ew,15,1955-10-31,0.0092347490038707
usa,low_risk,monthly,ew,16,1955-11-30,-0.0202473859734919
usa,low_risk,monthly,ew,16,1955-12-31,-0.0146664852095235
usa,low_risk,monthly,ew,16,1956-01-31,0.0143387379367793
usa,low_risk,monthly,ew,16,1956-02-29,-0.00652860896587651
usa,low_risk,monthly,ew,16,1956-03-31,-0.00999956529025486
usa,low_risk,monthly,ew,16,1956-04-30,-0.00201869227056645
usa,low_risk,monthly,ew,16,1956-05-31,0.02237507227153
usa,low_risk,monthly,ew,16,1956-06-30,-0.00680426329669302
usa,low_risk,monthly,ew,16,1956-07-31,-0.010907685762379
usa,low_risk,monthly,ew,16,1956-08-31,0.0090772252175196
usa,low_risk,monthly,ew,16,1956-09-30,0.0105839760759139
usa,low_risk,monthly,ew,16,1956-10-31,0.00278924094157456
usa,low_risk,monthly,ew,16,1956-11-30,-0.00753211223778725
usa,low_risk,monthly,ew,16,1956-12-31,-0.0146332872997528
usa,low_risk,monthly,ew,16,1957-01-31,0.0131437837879736
usa,low_risk,monthly,ew,16,1957-02-28,0.0157322222956376
usa,low_risk,monthly,ew,16,1957-03-31,0.00206894130676367
usa,low_risk,monthly,ew,16,1957-04-30,-0.00222360505027899
usa,low_risk,monthly,ew,16,1957-05-31,-0.00853939273559529
usa,low_risk,monthly,ew,16,1957-06-30,-0.00350615775096629
usa,low_risk,monthly,ew,16,1957-07-31,0.00793867137660694
usa,low_risk,monthly,ew,16,1957-08-31,0.0313815218419406
usa,low_risk,monthly,ew,16,1957-09-30,0.0372551742915626
usa,low_risk,monthly,ew,16,1957-10-31,0.0353689028057914
usa,low_risk,monthly,ew,16,1957-11-30,-0.00196405853642741
usa,low_risk,monthly,ew,16,1957-12-31,0.0528574065454971
usa,low_risk,monthly,ew,16,1958-01-31,-0.0388366075710237
usa,low_risk,monthly,ew,16,1958-02-28,0.0288895068256522
usa,low_risk,monthly,ew,16,1958-03-31,-0.00486926617847548
usa,low_risk,monthly,ew,16,1958-04-30,0.00217010281949642
usa,low_risk,monthly,ew,16,1958-05-31,-0.0148030543825412
usa,low_risk,monthly,ew,16,1958-06-30,-0.00743388030663352
usa,low_risk,monthly,ew,16,1958-07-31,-0.0178331529314044
usa,low_risk,monthly,ew,16,1958-08-31,-0.00782261148075315
usa,low_risk,monthly,ew,16,1958-09-30,-0.0185926038632124
usa,low_risk,monthly,ew,16,1958-10-31,-0.00403488814100452
usa,low_risk,monthly,ew,16,1958-11-30,-0.00825364804666758
usa,low_risk,monthly,ew,16,1958-12-31,0.0100834105259793
usa,low_risk,monthly,ew,16,1959-01-31,-0.00182426027726697
usa,low_risk,monthly,ew,16,1959-02-28,-0.00354579195122494
usa,low_risk,monthly,ew,16,1959-03-31,-0.00553755945231888
usa,low_risk,monthly,ew,16,1959-04-30,-0.00753145651605353
usa,low_risk,monthly,ew,16,1959-05-31,0.0014326634055016
usa,low_risk,monthly,ew,16,1959-06-30,-0.00810398612556618
usa,low_risk,monthly,ew,16,1959-07-31,0.00333700729583217
usa,low_risk,monthly,ew,16,1959-08-31,0.0245663408766996
usa,low_risk,monthly,ew,16,1959-09-30,0.0140711913275999
usa,low_risk,monthly,ew,16,1959-10-31,-0.0137880590937023
usa,low_risk,monthly,ew,16,1959-11-30,-0.00988576540903963
usa,low_risk,monthly,ew,16,1959-12-31,0.00136409690826312
usa,low_risk,monthly,ew,16,1960-01-31,0.0202844880067396
usa,low_risk,monthly,ew,16,1960-02-29,-0.00188163755409414
usa,low_risk,monthly,ew,16,1960-03-31,0.0259769052668514
usa,low_risk,monthly,ew,16,1960-04-30,0.0258500137372256
usa,low_risk,monthly,ew,16,1960-05-31,-0.0237025992474614
usa,low_risk,monthly,ew,16,1960-06-30,0.0128209092734271
usa,low_risk,monthly,ew,16,1960-07-31,0.0215361017087721
usa,low_risk,monthly,ew,16,1960-08-31,-0.001638800176311
usa,low_risk,monthly,ew,16,1960-09-30,0.0228344818576411
usa,low_risk,monthly,ew,16,1960-10-31,0.0281209235775403
usa,low_risk,monthly,ew,16,1960-11-30,-0.0073728084170703
usa,low_risk,monthly,ew,16,1960-12-31,-0.00282872118496533
usa,low_risk,monthly,ew,16,1961-01-31,-0.0151740377550745
usa,low_risk,monthly,ew,16,1961-02-28,-0.0184977145200902
usa,low_risk,monthly,ew,16,1961-03-31,-0.0165275569632307
usa,low_risk,monthly,ew,16,1961-04-30,0.00588456578766007
usa,low_risk,monthly,ew,16,1961-05-31,-0.000708408484154976
usa,low_risk,monthly,ew,16,1961-06-30,0.0288199869165842
usa,low_risk,monthly,ew,16,1961-07-31,0.00757306087364112
usa,low_risk,monthly,ew,16,1961-08-31,0.0182398108758003
usa,low_risk,monthly,ew,16,1961-09-30,0.027878927477647
usa,low_risk,monthly,ew,16,1961-10-31,0.0165473760653003
usa,low_risk,monthly,ew,16,1961-11-30,-0.00180297943544856
usa,low_risk,monthly,ew,16,1961-12-31,-0.007657572855581
usa,low_risk,monthly,ew,16,1962-01-31,-0.00872218424303816
usa,low_risk,monthly,ew,16,1962-02-28,0.00858364878714665
usa,low_risk,monthly,ew,16,1962-03-31,0.0132757158555806
usa,low_risk,monthly,ew,16,1962-04-30,0.0279994214957442
usa,low_risk,monthly,ew,16,1962-05-31,0.0223893875943945
usa,low_risk,monthly,ew,16,1962-06-30,0.025479323808623
usa,low_risk,monthly,ew,16,1962-07-31,-0.0285238244693742
usa,low_risk,monthly,ew,16,1962-08-31,-0.0123564375823461
usa,low_risk,monthly,ew,16,1962-09-30,0.0358047603370289
usa,low_risk,monthly,ew,16,1962-10-31,0.0248312137410018
usa,low_risk,monthly,ew,16,1962-11-30,-0.0391094606430062
usa,low_risk,monthly,ew,16,1962-12-31,0.0341612186749512
usa,low_risk,monthly,ew,16,1963-01-31,-0.0118311878331519
usa,low_risk,monthly,ew,16,1963-02-28,0.0177660599399043
usa,low_risk,monthly,ew,16,1963-03-31,0.0072108115311806
usa,low_risk,monthly,ew,16,1963-04-30,0.000713029259250117
usa,low_risk,monthly,ew,16,1963-05-31,-0.0109771119523418
usa,low_risk,monthly,ew,16,1963-06-30,0.00264828274130347
usa,low_risk,monthly,ew,16,1963-07-31,0.00688216831737715
usa,low_risk,monthly,ew,16,1963-08-31,-0.0128948388335591
usa,low_risk,monthly,ew,16,1963-09-30,0.0163775109034378
usa,low_risk,monthly,ew,16,1963-10-31,-0.0128208458528907
usa,low_risk,monthly,ew,16,1963-11-30,0.00676755369543696
usa,low_risk,monthly,ew,16,1963-12-31,0.0157826169274026
usa,low_risk,monthly,ew,16,1964-01-31,0.00102640253575612
usa,low_risk,monthly,ew,16,1964-02-29,-0.006292765925322
usa,low_risk,monthly,ew,16,1964-03-31,-0.00260186920756424
usa,low_risk,monthly,ew,16,1964-04-30,0.023070049640705
usa,low_risk,monthly,ew,16,1964-05-31,0.00340827628582105
usa,low_risk,monthly,ew,16,1964-06-30,0.00131015648707166
usa,low_risk,monthly,ew,16,1964-07-31,0.00731514528814906
usa,low_risk,monthly,ew,16,1964-08-31,0.0101414488137793
usa,low_risk,monthly,ew,16,1964-09-30,-0.0134720565177834
usa,low_risk,monthly,ew,16,1964-10-31,-0.000318309656699732
usa,low_risk,monthly,ew,16,1964-11-30,0.0148134481591695
usa,low_risk,monthly,ew,16,1964-12-31,0.00792099561463272
usa,low_risk,monthly,ew,16,1965-01-31,-0.0185569817892423
usa,low_risk,monthly,ew,16,1965-02-28,-0.00925224109249383
usa,low_risk,monthly,ew,16,1965-03-31,-0.0017138128100479
usa,low_risk,monthly,ew,16,1965-04-30,-0.00848638896328706
usa,low_risk,monthly,ew,16,1965-05-31,0.00477116900344929
usa,low_risk,monthly,ew,16,1965-06-30,0.0329266722953391
usa,low_risk,monthly,ew,16,1965-07-31,-0.0136225425009786
usa,low_risk,monthly,ew,16,1965-08-31,-0.0212330799176941
usa,low_risk,monthly,ew,16,1965-09-30,-0.0140243117951914
usa,low_risk,monthly,ew,16,1965-10-31,-0.0302385890577809
usa,low_risk,monthly,ew,16,1965-11-30,-0.0344433874199427
usa,low_risk,monthly,ew,17,1965-12-31,-0.02041965244574
usa,low_risk,monthly,ew,17,1966-01-31,-0.0216141164381929
usa,low_risk,monthly,ew,17,1966-02-28,-0.0348109048584299
usa,low_risk,monthly,ew,17,1966-03-31,-0.00597559989793297
usa,low_risk,monthly,ew,17,1966-04-30,-0.0321277841546357
usa,low_risk,monthly,ew,17,1966-05-31,0.0536856385935078
usa,low_risk,monthly,ew,17,1966-06-30,-0.00867552430826727
usa,low_risk,monthly,ew,17,1966-07-31,0.0098087844065851
usa,low_risk,monthly,ew,17,1966-08-31,0.0283849495733952
usa,low_risk,monthly,ew,17,1966-09-30,0.0178240957765345
usa,low_risk,monthly,ew,17,1966-10-31,0.0436799756051814
usa,low_risk,monthly,ew,17,1966-11-30,-0.0500731283131169
usa,low_risk,monthly,ew,17,1966-12-31,-0.00511566350312725
usa,low_risk,monthly,ew,17,1967-01-31,-0.0755638826945452
usa,low_risk,monthly,ew,17,1967-02-28,-0.0202234899955831
usa,low_risk,monthly,ew,17,1967-03-31,-0.0119156438076647
usa,low_risk,monthly,ew,17,1967-04-30,-0.00869733789413298
usa,low_risk,monthly,ew,17,1967-05-31,0.00513522007344676
usa,low_risk,monthly,ew,17,1967-06-30,-0.0651229510158048
usa,low_risk,monthly,ew,17,1967-07-31,-0.016938651309487
usa,low_risk,monthly,ew,17,1967-08-31,0.0157737511338265
usa,low_risk,monthly,ew,18,1967-09-30,-0.0258400632932398
usa,low_risk,monthly,ew,18,1967-10-31,-0.00535138864779343
usa,low_risk,monthly,ew,18,1967-11-30,0.00209160772542879
usa,low_risk,monthly,ew,17,1967-12-31,-0.0503895961565757
usa,low_risk,monthly,ew,17,1968-01-31,0.00239003599809027
usa,low_risk,monthly,ew,17,1968-02-29,0.042806399839519
usa,low_risk,monthly,ew,17,1968-03-31,0.00161120543973964
usa,low_risk,monthly,ew,17,1968-04-30,-0.068152123660124
usa,low_risk,monthly,ew,17,1968-05-31,-0.0426189996269902
usa,low_risk,monthly,ew,17,1968-06-30,0.0341813559891315
usa,low_risk,monthly,ew,18,1968-07-31,0.0185818981316725
usa,low_risk,monthly,ew,18,1968-08-31,-0.015069759303002
